Region/Country/Area,country,Year,Series,Value,Footnotes,Source,
191,Croatia,2005,Emissions per capita (metric tons of carbon dioxide),4.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
191,Croatia,2010,Emissions per capita (metric tons of carbon dioxide),4.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
191,Croatia,2015,Emissions per capita (metric tons of carbon dioxide),3.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
191,Croatia,2018,Emissions per capita (metric tons of carbon dioxide),3.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
191,Croatia,2019,Emissions per capita (metric tons of carbon dioxide),3.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
191,Croatia,2020,Emissions per capita (metric tons of carbon dioxide),3.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,1975,Emissions (thousand metric tons of carbon dioxide),24651,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,1985,Emissions (thousand metric tons of carbon dioxide),32735,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2005,Emissions (thousand metric tons of carbon dioxide),25341,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2010,Emissions (thousand metric tons of carbon dioxide),27298,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2015,Emissions (thousand metric tons of carbon dioxide),28638,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2018,Emissions (thousand metric tons of carbon dioxide),26208,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2019,Emissions (thousand metric tons of carbon dioxide),24005,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2020,Emissions (thousand metric tons of carbon dioxide),24100,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,1975,Emissions per capita (metric tons of carbon dioxide),2.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,1985,Emissions per capita (metric tons of carbon dioxide),3.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2005,Emissions per capita (metric tons of carbon dioxide),2.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2010,Emissions per capita (metric tons of carbon dioxide),2.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2015,Emissions per capita (metric tons of carbon dioxide),2.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2018,Emissions per capita (metric tons of carbon dioxide),2.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2019,Emissions per capita (metric tons of carbon dioxide),2.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
192,Cuba,2020,Emissions per capita (metric tons of carbon dioxide),2.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,1975,Emissions (thousand metric tons of carbon dioxide),10250,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,1985,Emissions (thousand metric tons of carbon dioxide),4533,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2005,Emissions (thousand metric tons of carbon dioxide),5904,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2010,Emissions (thousand metric tons of carbon dioxide),4273,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2015,Emissions (thousand metric tons of carbon dioxide),5728,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2018,Emissions (thousand metric tons of carbon dioxide),3216,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2019,Emissions (thousand metric tons of carbon dioxide),2489,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2020,Emissions (thousand metric tons of carbon dioxide),2038,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,1975,Emissions per capita (metric tons of carbon dioxide),60.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,1985,Emissions per capita (metric tons of carbon dioxide),24.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2005,Emissions per capita (metric tons of carbon dioxide),26.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2010,Emissions per capita (metric tons of carbon dioxide),18.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2015,Emissions per capita (metric tons of carbon dioxide),36,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2018,Emissions per capita (metric tons of carbon dioxide),20,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2019,Emissions per capita (metric tons of carbon dioxide),15.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
531,Cura�ao,2020,Emissions per capita (metric tons of carbon dioxide),13,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,1975,Emissions (thousand metric tons of carbon dioxide),1675,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,1985,Emissions (thousand metric tons of carbon dioxide),2793,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2005,Emissions (thousand metric tons of carbon dioxide),7183,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2010,Emissions (thousand metric tons of carbon dioxide),7429,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2015,Emissions (thousand metric tons of carbon dioxide),6050,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2018,Emissions (thousand metric tons of carbon dioxide),6433,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2019,Emissions (thousand metric tons of carbon dioxide),6486,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2020,Emissions (thousand metric tons of carbon dioxide),5970,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,1975,Emissions per capita (metric tons of carbon dioxide),3.3,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,1985,Emissions per capita (metric tons of carbon dioxide),5.1,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2005,Emissions per capita (metric tons of carbon dioxide),9.7,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2010,Emissions per capita (metric tons of carbon dioxide),9,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2015,Emissions per capita (metric tons of carbon dioxide),7.1,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2018,Emissions per capita (metric tons of carbon dioxide),7.4,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2019,Emissions per capita (metric tons of carbon dioxide),7.3,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
196,Cyprus,2020,Emissions per capita (metric tons of carbon dioxide),6.7,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,1975,Emissions (thousand metric tons of carbon dioxide),157889,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,1985,Emissions (thousand metric tons of carbon dioxide),182370,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2005,Emissions (thousand metric tons of carbon dioxide),121849,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2010,Emissions (thousand metric tons of carbon dioxide),114488,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2015,Emissions (thousand metric tons of carbon dioxide),101442,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2018,Emissions (thousand metric tons of carbon dioxide),102758,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2019,Emissions (thousand metric tons of carbon dioxide),97630,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2020,Emissions (thousand metric tons of carbon dioxide),88793,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,1975,Emissions per capita (metric tons of carbon dioxide),15.4,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,1985,Emissions per capita (metric tons of carbon dioxide),17.3,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2005,Emissions per capita (metric tons of carbon dioxide),11.8,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2010,Emissions per capita (metric tons of carbon dioxide),10.7,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2015,Emissions per capita (metric tons of carbon dioxide),9.5,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2018,Emissions per capita (metric tons of carbon dioxide),9.5,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2019,Emissions per capita (metric tons of carbon dioxide),9,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
203,Czechia,2020,Emissions per capita (metric tons of carbon dioxide),8.1,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,1975,Emissions (thousand metric tons of carbon dioxide),78810,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,1985,Emissions (thousand metric tons of carbon dioxide),130350,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2005,Emissions (thousand metric tons of carbon dioxide),76213,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2010,Emissions (thousand metric tons of carbon dioxide),49924,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2015,Emissions (thousand metric tons of carbon dioxide),22915,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2018,Emissions (thousand metric tons of carbon dioxide),48827,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2019,Emissions (thousand metric tons of carbon dioxide),54432,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2020,Emissions (thousand metric tons of carbon dioxide),51238,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,1975,Emissions per capita (metric tons of carbon dioxide),4.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,1985,Emissions per capita (metric tons of carbon dioxide),6.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2005,Emissions per capita (metric tons of carbon dioxide),3.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2010,Emissions per capita (metric tons of carbon dioxide),2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2015,Emissions per capita (metric tons of carbon dioxide),0.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2018,Emissions per capita (metric tons of carbon dioxide),1.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2019,Emissions per capita (metric tons of carbon dioxide),2.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
408,Dem. People's Rep. Korea,2020,Emissions per capita (metric tons of carbon dioxide),2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,1975,Emissions (thousand metric tons of carbon dioxide),4443,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,1985,Emissions (thousand metric tons of carbon dioxide),5744,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2005,Emissions (thousand metric tons of carbon dioxide),5969,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2010,Emissions (thousand metric tons of carbon dioxide),7260,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2015,Emissions (thousand metric tons of carbon dioxide),8794,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2018,Emissions (thousand metric tons of carbon dioxide),8209,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2019,Emissions (thousand metric tons of carbon dioxide),8390,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2020,Emissions (thousand metric tons of carbon dioxide),8603,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,1975,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,1985,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2005,Emissions per capita (metric tons of carbon dioxide),0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2010,Emissions per capita (metric tons of carbon dioxide),0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2015,Emissions per capita (metric tons of carbon dioxide),0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2018,Emissions per capita (metric tons of carbon dioxide),0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2019,Emissions per capita (metric tons of carbon dioxide),0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
180,Dem. Rep. of the Congo,2020,Emissions per capita (metric tons of carbon dioxide),0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,1975,Emissions (thousand metric tons of carbon dioxide),53168,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,1985,Emissions (thousand metric tons of carbon dioxide),61812,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2005,Emissions (thousand metric tons of carbon dioxide),49386,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2010,Emissions (thousand metric tons of carbon dioxide),48304,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2015,Emissions (thousand metric tons of carbon dioxide),33547,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2018,Emissions (thousand metric tons of carbon dioxide),32783,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2019,Emissions (thousand metric tons of carbon dioxide),29335,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2020,Emissions (thousand metric tons of carbon dioxide),26860,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,1975,Emissions per capita (metric tons of carbon dioxide),10.4,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,1985,Emissions per capita (metric tons of carbon dioxide),11.9,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2005,Emissions per capita (metric tons of carbon dioxide),9,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2010,Emissions per capita (metric tons of carbon dioxide),8.5,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2015,Emissions per capita (metric tons of carbon dioxide),5.7,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2018,Emissions per capita (metric tons of carbon dioxide),5.5,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2019,Emissions per capita (metric tons of carbon dioxide),4.9,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
208,Denmark,2020,Emissions per capita (metric tons of carbon dioxide),4.5,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,1975,Emissions (thousand metric tons of carbon dioxide),5485,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,1985,Emissions (thousand metric tons of carbon dioxide),6520,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,2005,Emissions (thousand metric tons of carbon dioxide),17941,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,2010,Emissions (thousand metric tons of carbon dioxide),19457,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,2015,Emissions (thousand metric tons of carbon dioxide),21988,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,2018,Emissions (thousand metric tons of carbon dioxide),23711,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,2019,Emissions (thousand metric tons of carbon dioxide),24045,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,2020,Emissions (thousand metric tons of carbon dioxide),21343,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,1975,Emissions per capita (metric tons of carbon dioxide),1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,1985,Emissions per capita (metric tons of carbon dioxide),1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,2005,Emissions per capita (metric tons of carbon dioxide),1.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,2010,Emissions per capita (metric tons of carbon dioxide),2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
214,Dominican Republic,2015,Emissions per capita (metric tons of carbon dioxide),2.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023.",
